year;jounral;title;url
2012;Physical Review A 85 (6)_ 062709;Nonperturbative B-spline R-matrix-with-pseudostates calculations for electron-impact ionization of helium;https://www.researchgate.net/profile/Oleg-Zatsarinny/publication/229907563_Nonperturbative_B-spline_R-matrix-with-pseudostates_calculations_for_electron-impact_ionization_of_helium/links/5cf41852299bf1fb185304ca/Nonperturbative-B-spline-R-matrix-with-pseudostates-calculations-for-electron-impact-ionization-of-helium.pdf
2012;APS Division of Atomic_ Molecular and Optical Physics Meeting Abstracts 43 …;Carrier-envelope phase effects in few-cycle ionisation of atomic hydrogen;
2012;APS Division of Atomic_ Molecular and Optical Physics Meeting Abstracts 43 …;Nonperturbative Treatment of Electron-Impact Ionization of Ar (3p);
2012;APS Division of Atomic_ Molecular and Optical Physics Meeting Abstracts 43 …;B-Spline R-Matrix with Pseudo-States Treatment of Electron Collisions with Neon;
2012;APS Division of Atomic_ Molecular and Optical Physics Meeting Abstracts 43 …;Electron scattering from silicon;
2012;APS Division of Atomic_ Molecular and Optical Physics Meeting Abstracts 43 …;Refutation of a propensity rule in low-energy electron scattering by neon atoms;
2012;APS Division of Atomic_ Molecular and Optical Physics Meeting Abstracts 43 …;Effect of moving nuclei in multiphoton ionization of the H2^_ ion;
2012;APS Division of Atomic_ Molecular and Optical Physics Meeting Abstracts 43 …;Double-slit interference in H2^_ subjected to ultrashort x-ray radiation;
2012;APS Division of Atomic_ Molecular and Optical Physics Meeting Abstracts 43 …;Benchmark Calculations of Atomic Data for Modelling Applications;
2012;Physical Review A 85 (5)_ 050701;Unusual angular momentum transfer in electron-impact excitation of neon;https://link.aps.org/accepted/10.1103/PhysRevA.85.050701
2012;Physical Review A 85 (4)_ 043419;Double-slit interference effect in electron emission from H 2+ exposed to x-ray radiation;https://link.aps.org/accepted/10.1103/PhysRevA.85.043419
2012;Physical Review A 85 (3)_ 032708;Nonperturbative treatment of electron-impact ionization of Ar (3 p);https://link.aps.org/accepted/10.1103/PhysRevA.85.032708
2012;Physical Review A 85 (3)_ 032702;Low-energy electron-impact ionization of argon: Three-dimensional cross section;https://link.aps.org/accepted/10.1103/PhysRevA.85.032702
2012;Physical Review A 85 (2)_ 022711;Electron scattering from silicon;https://link.aps.org/accepted/10.1103/PhysRevA.85.022711
2012;APS March Meeting Abstracts 2012_ D10. 001;Benchmark Calculations of Atomic Collision Processes;
2011;APS Annual Gaseous Electronics Meeting Abstracts_ QRP1. 065;Electron scattering from krypton: High-resolution electron scattering experiments and B-spline R-matrix calculations;
2011;APS Annual Gaseous Electronics Meeting Abstracts_ NR2. 009;Fully Nonperturbative Treatment of Ionization and Ionization with Excitation of Noble Gases;
2011;APS Annual Gaseous Electronics Meeting Abstracts_ GT1. 002;Computational Methods for Electron-Atom Collisions;
2011;APS Annual Gaseous Electronics Meeting Abstracts_ QRP1. 069;Comparisons of sets of electron-neutral scattering cross sections and calculated swarm parameters in Ar;
2011;Physical Review A 84 (3)_ 033420;Multiphoton ionization of H 2+ in xuv laser pulses;https://link.aps.org/accepted/10.1103/PhysRevA.84.033420
2011;Physical Review. A 84 (3);Alignment effects in two-photon double ionization of H {sub 2} in femtosecond xuv laser pulses;
2011;Physical Review. A 84 (3);Multiphoton ionization of H {sub 2}{sup+} in xuv laser pulses;
2011;Optics letters 36 (18)_ 3660-3662;Experimental ionization of atomic hydrogen with few-cycle pulses;https://arxiv.org/pdf/1110.0266
2011;Physical Review A 84 (3)_ 033403;Alignment effects in two-photon double ionization of H 2 in femtosecond xuv laser pulses;https://link.aps.org/accepted/10.1103/PhysRevA.84.033403
2011;Conference on Lasers and Electro-Optics/Pacific Rim_ J789;Carrier-envelope phase effects in few-cycle ionisation of atomic hydrogen;
2011;2011 International Quantum Electronics Conference (IQEC) and Conference on …;Above-threshold ionization in atomic hydrogen using intense few-cycle laser pulses;
2011;Physical Review Letters 107 (2)_ 023203;Nonperturbative treatment of ionization with excitation of helium by electron impact;https://link.aps.org/accepted/10.1103/PhysRevLett.107.023203
2011;Physical Review A 83 (5)_ 052714;Benchmark experiment for electron-impact ionization of argon: Absolute triple-differential cross sections via three-dimensional electron emission images;https://link.aps.org/accepted/10.1103/PhysRevA.83.052714
2011;AIP Conference Proceedings 1344 (1)_ 125-138;Accurate Cross‐section Calculations for Low‐Energy Electron–Atom Collisions;https://www.researchgate.net/profile/Oleg-Zatsarinny/publication/253483340_Accurate_Cross-section_Calculations_for_Low-Energy_Electron-Atom_Collisions/links/5669d19508ae1a797e37758f/Accurate-Cross-section-Calculations-for-Low-Energy-Electron-Atom-Collisions.pdf
2011;APS Division of Atomic_ Molecular and Optical Physics Meeting Abstracts 42 …;Alignment dependence in the breakup of the H2 molecule by xuv laser pulses;
2011;APS Division of Atomic_ Molecular and Optical Physics Meeting Abstracts 42 …;Breakup of the H2 molecule by xuv laser pulses: A time-dependent treatment in prolate spheroidal coordinates;
2011;APS Division of Atomic_ Molecular and Optical Physics Meeting Abstracts 42 …;B-spline R-matrix with pseudo-states calculation for electron-impact ionization of helium;
2011;APS Division of Atomic_ Molecular and Optical Physics Meeting Abstracts 42 …;Electron Collision Cross Sections for Iodine;
2011;APS Division of Atomic_ Molecular and Optical Physics Meeting Abstracts 42 …;Multi-photon ionization of the H2+ molecule by a laser pulse;
2011;Physical Review A 83 (4)_ 040701;Unexpected effects in spin-polarized electron-impact excitation of the state in zinc;https://www.academia.edu/download/53589262/Unexpected_effects_in_spin-polarized_ele20170619-2985-1qutcr8.pdf
2011;Physical Review A 83 (4)_ 042702;Electron-collision cross sections for iodine;https://link.aps.org/accepted/10.1103/PhysRevA.83.042702
2011;Physical Review A 83 (4)_ 043403;Breakup of the aligned H 2 molecule by xuv laser pulses: A time-dependent treatment in prolate spheroidal coordinates;https://link.aps.org/accepted/10.1103/PhysRevA.83.043403
2011;Plasma Sources Science and Technology 20 (2)_ 024012;Benchmark calculations of atomic data for plasma and lighting applications;http://escampig2010.ipb.ac.rs/papers/WAM_I5.pdf
2011;Physical Review A 83 (3)_ 032713;High-resolution experiments and B-spline R-matrix calculations for elastic electron scattering from krypton;https://link.aps.org/accepted/10.1103/PhysRevA.83.032713
2011;Journal of Physics B: Atomic_ Molecular and Optical Physics 44 (6)_ 065201;Electron impact excitation of the (4p5 5s) states in krypton: high-resolution electron scattering experiments and-spline-matrix calculations;https://folia.unifr.ch/documents/301925/files/all_eie.pdf
2011;High Intensity Lasers and High Field Phenomena_ HWB3;Benchmarking attosecond physics with atomic hydrogen;
2011;Physical Review A 83 (2)_ 023413;Strong-field ionization of lithium;https://link.aps.org/accepted/10.1103/PhysRevA.83.023413
2011;Journal of Physics B: Atomic_ Molecular and Optical Physics 44 (4)_ 045209;Differential cross sections for electron impact excitation of the n= 2 states of helium at intermediate energies (80_ 100 and 120 eV) measured across the complete angular …;https://hal.science/hal-00596623/document
2011;Journal of physics. B. Atomic_ molecular and optical physics 44 (4);Differential cross sections for electron impact excitation of the n;
2011;The 64th Annual Gaseous Electronics Conference (GEC 2011)_ Nov. 14-18_ 2018 …;Comparisons of sets of electron-neutral scattering g cross sections and calculated swarm parameters: II. Ar;
2011;2011 APS Meetings: 64th Annual Gaseous Electronics Conference_ Nov. 2011 …;Comparisons of sets of electron− neutral scattering cross sections and calculated swarm parameters in helium and neon;
2011;Journal of Physics B-Atomic Molecular and Optical Physics 44 (16)_ 169801;CORRIGENDUM: Near-threshold electron impact excitation of the argon 3p54s configuration—new and revised normalized differential cross sections using recent time-of-flight …;
2011;Physical Review-Section A-Atomic Molecularand Optical Physics 84 (3);Multiphoton ionization of Hi" 1" in xuv laser pulses (13 pages) 033420;
2011;;Experimental ionization of atomic hydrogen with few-cycle pulses;
2011;;Theoretical Atomic_ Molecular_ and Optical Physics: Recent Developments and a Vision for the Future;https://www.phys.ksu.edu/personal/thumm/TAMOC/TAMOP_Report_14Dec2011.pdf
2011;Quantum Dynamic Imaging: Theoretical and Numerical Methods_ 13-22;Multi-photon single and double ionization of complex atoms by ultrashort intense laser pulses;http://ndl.ethernet.edu.et/bitstream/123456789/72096/1/503.pdf#page=30
2011;Physical Review-Section A-Atomic Molecularand Optical Physics 83 (4);Atomic and molecular collisions and interactions-Unexpected effects in spin-polarized electron-impact excitation of the (3d10) 4s5s) S1 state in zinc (4 pages) 040701 (R;
2010;Physical Review. A 82 (6);Electron collisions with copper atoms: Elastic scattering and electron-impact excitation of the (3d {sup 10} 4s){sup 2} S {yields}(3d {sup 10} 4p){sup 2} P resonance transition;
2010;Journal of Physics B: Atomic_ Molecular and Optical Physics 44 (1)_ 015201;Near-threshold electron impact excitation of the argon 3p54s configuration-–new and revised normalized differential cross sections using recent time-of-flight measurements for …;https://www.researchgate.net/profile/Oleg-Zatsarinny/publication/229908396_Near-threshold_electron_impact_excitation_of_the_argon_3p54s_configuration-new_and_revised_normalized_differential_cross_sections_using_recent_time-of-flight_measurements_for_normalization_vol_44_0152/links/5cf41941299bf1fb18530553/Near-threshold-electron-impact-excitation-of-the-argon-3p54s-configuration-new-and-revised-normalized-differential-cross-sections-using-recent-time-of-flight-measurements-for-normalization-vol-44-015.pdf
2010;Physical Review A 82 (6)_ 062705;Out-of-plane (_) angular distributions and energy spectra of helium autoionizing levels;
2010;Physical Review A 82 (6)_ 062703;Electron collisions with copper atoms: Elastic scattering and electron-impact excitation of the resonance transition;https://www.researchgate.net/profile/Oleg-Zatsarinny/publication/255250155_Electron_collisions_with_copper_atoms_Elastic_scattering_and_electron-impact_excitation_of_the_3d4sS3d4pP_resonance_transition/links/5da2113392851c6b4bd0f2b1/Electron-collisions-with-copper-atoms-Elastic-scattering-and-electron-impact-excitation-of-the-3d4sS3d4pP-resonance-transition.pdf
2010;Computer Physics Communications 181 (12)_ 2091-2097;A new Fortran 90 program to compute regular and irregular associated Legendre functions;https://www.academia.edu/download/44886113/A_new_Fortran_90_program_to_compute_regu20160419-18870-1c5j2nn.pdf
2010;Physical Review A 82 (4)_ 041404;Two-photon double ionization of H 2 in intense femtosecond laser pulses;https://arxiv.org/pdf/1009.4866
2010;Physical Review. A 82 (4);Two-photon double ionization of H {sub 2} in intense femtosecond laser pulses;
2010;Bulletin of the American Physical Society 55;Electron scattering from copper;
2010;Bulletin of the American Physical Society 55;Benchmark data for elastic and inelastic electron collisions with krypton atoms;
2010;Bulletin of the American Physical Society 55;Elastic electron scattering from atomic and molecular iodine;
2010;Bulletin of the American Physical Society 55;A comprehensive study of electron collisions with heavy noble gases;
2010;Journal of Physics B: Atomic_ Molecular and Optical Physics 43 (16)_ 165205;Benchmark calculations for electron impact ionization and ionization-excitation of magnesium;https://www.academia.edu/download/44886234/Benchmark_calculations_for_electron_impa20160419-7095-oqnpf0.pdf
2010;New Journal of Physics 12 (7)_ 073018;Validation of atomic data using a plasma discharge;https://iopscience.iop.org/article/10.1088/1367-2630/12/7/073018/pdf
2010;Physical Review. A 81 (6);Electron-impact excitation of the (3d {sup 10} 4s){sup 2} S {sub 1/2}{yields}(3d {sup 9} 4s {sup 2}){sup 2} D {sub 5/2_ 3/2} transitions in copper atoms;https://www.osti.gov/etdeweb/biblio/21437896
2010;Physical Review A 81 (6)_ 062705;Electron-impact excitation of the transitions in copper atoms;https://www.researchgate.net/profile/Oleg-Zatsarinny/publication/253318877_Electron-impact_excitation_of_the_3d104s2S12--3d94s22D5232_transitions_in_copper_atoms/links/5f5916cba6fdcc11640467e0/Electron-impact-excitation-of-the-3d104s2S1-2--3d94s22D5-2-3-2-transitions-in-copper-atoms.pdf
2010;Journal of Physics B: Atomic_ Molecular and Optical Physics 43 (12)_ 125202;A detailed study of electron impact ionization of Ne (2s) and Ar (3s);
2010;Journal of Physics. B_ Atomic_ Molecular and Optical Physics 43;New light on the Kr {sup-}(4p {sup 5} 5s {sup 2}) Feshbach resonances: high-resolution electron scattering experiments and B-spline R-matrix calculations;
2010;;Ionization of atomic hydrogen in strong infrared laser fields;
2010;Physical Review A 81 (4)_ 043408;Ionization of atomic hydrogen in strong infrared laser fields;https://www.academia.edu/download/44886239/Ionization_of_atomic_hydrogen_in_strong_20160419-18420-x7ui7c.pdf
2010;Journal of Physics B: Atomic_ Molecular and Optical Physics 43 (8)_ 085206;New light on the Kr−(4p55s2) Feshbach resonances: high-resolution electron scattering experiments and B-spline R-matrix calculations;https://hal.science/hal-00569907/document
2010;Journal of Physics B: Atomic_ Molecular and Optical Physics 43 (7)_ 074031;Benchmark calculations for near-threshold electron-impact excitation of krypton and xenon atoms;https://www.researchgate.net/profile/Oleg-Zatsarinny/publication/259327668_Electron_impact_excitation_of_xenon/links/5a1d79324585153731899953/Electron-impact-excitation-of-xenon.pdf
2010;APS Division of Atomic_ Molecular and Optical Physics Meeting Abstracts 55 …;Double Ionization of H2 in Intense Short-Pulse Laser Fields;
2010;APS March Meeting Abstracts 2010_ A31. 013;Solvable model of the second order phase transition in rotating BEC;
2010;APS Division of Atomic_ Molecular and Optical Physics Meeting Abstracts 55 …;Experimental ionization of atomic hydrogen with few-cycle laser pulses;
2010;Journal of Physics: Conference Series 212 (1)_ 012023;Few-cycle intense laser interactions with complex atoms;https://iopscience.iop.org/article/10.1088/1742-6596/212/1/012023/pdf
2010;Journal of Physics: Conference Series 212 (1)_ 012003;Three-dimensional cross sections for electron impact ionization of atoms and molecules;https://iopscience.iop.org/article/10.1088/1742-6596/212/1/012003/pdf
2010;Physical Review A 81 (1)_ 012705;Angle-differential Stokes parameters for spin-polarized electron-impact excitation of the Hg state at -eV scattering energy;https://www.osti.gov/etdeweb/biblio/21388730
2010;Journal of Physics B: Atomic_ Molecular and Optical Physics 43 (3)_ 035202;Signatures of projectile–nucleus scattering in three-dimensional (e_ 2e) cross sections for argon;https://hal.science/hal-00569865/document
2009;Physical Review A 80 (6)_ 062711;Spin-asymmetry function for elastic electron scattering from lead atoms in the energy range 11–14 eV;https://www.researchgate.net/profile/Reetesh-Gangwar-2/publication/229908423_Spin-asymmetry_function_for_elastic_electron_scattering_from_lead_atoms_in_the_energy_range_11-14_eV/links/598094b6a6fdcc324bbe6714/Spin-asymmetry-function-for-elastic-electron-scattering-from-lead-atoms-in-the-energy-range-11-14-eV.pdf
2009;PMC Physics B 2_ 1-17;Near-threshold electron-impact excitation of argon studied with the time-of-flight technique;https://link.springer.com/article/10.1186/1754-0429-2-3
2009;Computer Physics Communications 180 (12)_ 2401-2409;ALTDSE: An Arnoldi–Lanczos program to solve the time-dependent Schrödinger equation;
2009;Molecular Physics 107 (22)_ 2387-2393;Long-range interactions of the chlorine atom;https://www.researchgate.net/profile/Oleg-Zatsarinny/publication/229908476_Long-range_interactions_of_the_chlorine_atom/links/0fcfd511ac5ebcf81c000000/Long-range-interactions-of-the-chlorine-atom.pdf
2009;Physical review letters 103 (21)_ 213201;Complete breakup of the helium atom by proton and antiproton impact;https://arxiv.org/pdf/0906.1985
2009;Journal of Physics: Conference Series 194 (1)_ 012022;Out-of-plane (e_ 2e) experiments on helium L= 0_ 1_ 2 autoionizing levels;https://iopscience.iop.org/article/10.1088/1742-6596/194/1/012022/pdf
2009;Journal of Physics: Conference Series 194 (1)_ 012020;Electron-impact excitation and ionization of complex atoms;https://iopscience.iop.org/article/10.1088/1742-6596/194/1/012020/pdf
2009;Journal of Physics: Conference Series 194 (4)_ 042018;Excitation of the np5 (n+ 1) s2 2P3/2 autoionizing states in Na_ K_ and Cs atoms by low-energy electron impact;https://iopscience.iop.org/article/10.1088/1742-6596/194/4/042018/pdf
2009;Journal of Physics: Conference Series 194 (4)_ 042041;3D-cross sections for argon single ionization by 200 eV electron impact;https://iopscience.iop.org/article/10.1088/1742-6596/194/4/042041/pdf
2009;Journal of Physics: Conference Series 194 (4)_ 042023;Fully relativistic B-spline R-matrix calculations for electron collisions with mercury atoms;https://iopscience.iop.org/article/10.1088/1742-6596/194/4/042023/pdf
2009;Journal of Physics: Conference Series 194 (4)_ 042024;Fully relativistic B-spline R-matrix calculations for electron collisions with xenon atoms;https://iopscience.iop.org/article/10.1088/1742-6596/194/4/042024/pdf
2009;Journal of Physics: Conference Series 194 (3)_ 032031;Multi-photon ionization of lithium;
2009;Journal of Physics: Conference Series 194 (4)_ 042046;Complex q parameters for helium L= 0_ 1_ 2 autoionizing levels;
2009;Journal of Physics: Conference Series 194 (7)_ 072015;A finite-element time-dependent approach to proton and antiproton collisions with He atoms;https://iopscience.iop.org/article/10.1088/1742-6596/194/7/072015/pdf
2009;Journal of Physics: Conference Series 194 (3)_ 032034;Angular distribution in multi-photon ionization of hydrogen in intense laser fields;
2009;Journal of Physics B: Atomic_ Molecular and Optical Physics 42 (22)_ 225201;Complex Fano asymmetry parameters for helium L= 0_ 1_ 2 autoionizing levels excited by electron impact;
2009;APS Annual Gaseous Electronics Meeting Abstracts_ SR2. 002;Benchmark calculations for electron collisions with mercury;
2009;APS Annual Gaseous Electronics Meeting Abstracts_ SR2. 005;Accurate atomic data for xenon: energy levels_ oscillator strengths_ and electron collision cross sections;
2009;Journal of Physics D: Applied Physics 42 (18)_ 185203;Near-infrared collisional radiative model for Xe plasma electrostatic thrusters: the role of metastable atoms;https://apps.dtic.mil/sti/tr/pdf/ADA510233.pdf
2009;Journal of Physics B: Atomic_ Molecular and Optical Physics 42 (13)_ 134015;A time-dependent B-spline R-matrix approach to double ionization of atoms by XUV laser pulses;https://iopscience.iop.org/article/10.1088/1742-6596/194/3/032027/pdf
2009;Physical Review A 79 (5)_ 052709;Cross sections for electron scattering from magnesium;https://iopscience.iop.org/article/10.1088/1742-6596/194/4/042029/pdf
2009;Physica Scripta 2009 (T134)_ 014020;B-spline calculations of oscillator strengths in noble gases;https://www.researchgate.net/profile/Oleg-Zatsarinny/publication/229908465_B-spline_calculations_of_oscillator_strengths_in_noble_gases/links/5cf419c292851c4dd0240494/B-spline-calculations-of-oscillator-strengths-in-noble-gases.pdf
2009;APS Division of Atomic_ Molecular and Optical Physics Meeting Abstracts 40 …;Ionization of helium by proton and anti-proton impact: a finite-element discrete-variable approach;
2009;APS Division of Atomic_ Molecular and Optical Physics Meeting Abstracts 40 …;Fully relativistic B-spline R-matrix calculations for electron collisions with xenon;
2009;Physical Review A 79 (4)_ 042712;Spin-resolved electron-impact excitation of the 6 s 6 p (J= 1) states in mercury;https://www.researchgate.net/profile/Oleg-Zatsarinny/publication/229908468_Spin-resolved_electron-impact_excitation_of_the_6s6p_J1_states_in_mercury/links/5cf41a5ca6fdcc8475001302/Spin-resolved-electron-impact-excitation-of-the-6s6p-J1-states-in-mercury.pdf
2009;Physical Review A 79 (4)_ 042713;Fully relativistic B-spline R-matrix calculations for electron collisions with mercury;
2009;Physical Review A 79 (4)_ 042702;Emission cross sections for electron-impact excitation of zinc atoms;https://www.researchgate.net/profile/Oleg-Zatsarinny/publication/229908437_Emission_cross_sections_for_electron-impact_excitation_of_zinc_atoms/links/00b49517e8dc5540a7000000/Emission-cross-sections-for-electron-impact-excitation-of-zinc-atoms.pdf
2009;The Journal of chemical physics 130 (12);Multipole polarizabilities and long-range interactions of the fluorine atom;https://www.academia.edu/download/44886117/Multipole_polarizabilities_and_long-rang20160419-18420-1f6x481.pdf
2009;APS March Meeting Abstracts_ L16. 011;Rotating Bose-Einstein condensates at the phase transition point;
2009;Journal of Physics B: Atomic_ Molecular and Optical Physics 42 (4)_ 044009;Absolute angle-differential cross sections for electron-impact excitation of neon within the first 3.5 eV above threshold;https://folia.unifr.ch/documents/301036/files/allan_aad.pdf
2009;Journal of Physics B: Atomic_ Molecular and Optical Physics 42 (4)_ 044010;Resonance effects in electron and photon impact excitation of the p6 subvalence subshell in alkali atoms;
2009;Physical Review A 79 (1)_ 012709;Fully differential cross-section measurements for electron-impact ionization of neon and xenon;https://research.usc.edu.au/esploro/fulltext/journalArticle/Fully-differential-cross-section-measurements-for-electron-impact/99449848202621?repId=12126342830002621&mId=13127333380002621&institution=61USC_INST
2008;Physical Review A 78 (5)_ 053402;Time-dependent R-matrix calculations for multiphoton ionization of argon atoms in strong laser pulses;https://www.researchgate.net/profile/Oleg-Zatsarinny/publication/30420581_Time-dependent_R-matrix_calculations_for_multiphoton_ionization_of_argon_atoms_in_strong_laser_pulses/links/5cf40e5fa6fdcc8475000cb4/Time-dependent-R-matrix-calculations-for-multiphoton-ionization-of-argon-atoms-in-strong-laser-pulses.pdf
2008;Journal of Physics: Conference Series 141 (1)_ 012005;Recent out-of-plane (e_ 2e) experiments on autoionizing levels of helium;https://iopscience.iop.org/article/10.1088/1742-6596/141/1/012005/pdf
2008;Journal of Physics: Conference Series 141 (1)_ 012002;Electron-impact ionization-excitation of atoms;https://iopscience.iop.org/article/10.1088/1742-6596/141/1/012002/pdf
2008;Physical Review A 78 (4)_ 042713;Electron-impact excitation of the (5 d 10 6 s) S 1∕ 2 2→(5 d 9 6 s 2) D 5∕ 2_ 3∕ 2 2 transitions in gold atoms;https://fac.flinders.edu.au/bitstream/2328/8522/1/2006009392.pdf
2008;APS Annual Gaseous Electronics Meeting Abstracts_ SR2. 003;Four-Body Interactions in Excitation-Ionization;
2008;APS Annual Gaseous Electronics Meeting Abstracts_ FTP. 108;A Fully Relativistic B-Spline R-Matrix Method for Electron and Photon Collisions with Atoms and Ions;
2008;APS Annual Gaseous Electronics Meeting Abstracts_ LW2. 003;Low-Energy Electron Collisions with Copper and Gold Atoms;
2008;APS Annual Gaseous Electronics Meeting Abstracts_ LW2. 006;Absolute angle-differential cross sections for near-threshold electron-impact excitation of neon;
2008;Physical Review A 78 (3)_ 032710;Absolute cross sections for the ionization-excitation of helium by electron impact;https://scholarsmine.mst.edu/cgi/viewcontent.cgi?article=1322&context=phys_facwork
2008;Journal of Physics D: Applied Physics 41 (20)_ 205207;Reconstruction of an electron energy distribution function using integrated data analysis;https://pure.mpg.de/rest/items/item_2142392/component/file_2142391/content
2008;AIP Conference Proceedings 1037 (1)_ 115-125;Charged‐Particle Impact Ionization of Atoms;
2008;Physical Review A 77 (6)_ 062711;Electron-impact excitation of the (5 d 10 6 s) S 2 1/2→(5 d 10 6 p) P 2 1/2_ 3/2 resonance transitions in gold atoms;
2008;Physical Review A 77 (6)_ 062701;Relativistic B-spline R-matrix method for electron collisions with atoms and ions: Application to low-energy electron scattering from Cs;https://www.researchgate.net/profile/Oleg-Zatsarinny/publication/229908485_Relativistic_B-spline_R-matrix_method_for_electron_collisions_with_atoms_and_ions_Application_to_low-energy_electron_scattering_from_Cs/links/5cf41994299bf1fb185305c9/Relativistic-B-spline-R-matrix-method-for-electron-collisions-with-atoms-and-ions-Application-to-low-energy-electron-scattering-from-Cs.pdf
2008;APS Division of Atomic_ Molecular and Optical Physics Meeting Abstracts 39 …;Full-Relativistic B-Spline R-Matrix Calculations for Electron Collisions with Gold Atoms.;
2008;APS Division of Atomic_ Molecular and Optical Physics Meeting Abstracts 39 …;Out-of-plane (e_ 2e) angular distributions and energy spectra of He autoionizating states;
2008;APS Division of Atomic_ Molecular and Optical Physics Meeting Abstracts 39 …;Excitation and Ionization of Argon by Few-Cycle Intense Laser Pulses;
2008;Physical Review A 77 (4)_ 043421;Dynamics of two-photon double ionization of helium in short intense xuv laser pulses;
2008;Journal of Physics B: Atomic_ Molecular and Optical Physics 41 (8)_ 085205;(e_ 2e) triple differential cross-sections for ionization beyond helium: the neon case at large energy transfer;https://www.researchgate.net/profile/Igor-Bray/publication/229908489_e_2e_triple_differential_cross-sections_for_ionization_beyond_helium_The_neon_case_at_large_energy_transfer/links/02e7e52254f4b9893e000000/e-2e-triple-differential-cross-sections-for-ionization-beyond-helium-The-neon-case-at-large-energy-transfer.pdf
2008;AIP Conference Proceedings 993 (1)_ 203-210;Form-Free Reconstruction of an Electron Energy Distribution Function from Optical Emission Spectroscopy;https://pure.mpg.de/rest/items/item_2142529/component/file_2142528/content
2008;Physical Review A 77 (3)_ 032717;Higher-order contributions observed in three-dimensional (e_ 2 e) cross-section measurements at 1-keV impact energy;https://scholarsmine.mst.edu/cgi/viewcontent.cgi?article=1266&context=phys_facwork
2008;Journal of Physics B: Atomic_ Molecular and Optical Physics 41 (6)_ 065203;An (e_ 2e) study of the ionization and ionization–excitation of magnesium to the Mg+ (3s)_(3p) and (4s/3d) states;
2008;APS March Meeting Abstracts_ J14. 009;Phase transitions in rotating Bose-Einstein condensates;
2008;Physical Review A 77 (2)_ 029903;Erratum: Absolute triple-differential cross sections for ionization-excitation of helium [Phys. Rev. A 76_ 024703 (2007)];
2008;J. Phys. B: At. Mol. Opt. Phys;neon case at large energy transfer;https://people.physics.anu.edu.au/~ask107/INSPEC/ALB08.pdf
2008;Physical Review Letters 100 (6)_ 063201-063201;Out-of-plane (e_ 2e) experiments on helium L= 0_ 1_ 2 autoionizing levels.;
2008;PHYSICAL REVIEW A 77 (2);Absolute triple-differential cross sections for ionization-excitation of helium (vol 76_ art no 024703_ 2007);
2008;Journal of Physics B: Atomic_ Molecular and Optical Physics 41 (3)_ 035206;Near-threshold electron-impact excitation of the (2p53s2) 2P3/2_ 1/2 autoionizing states in sodium;https://www.researchgate.net/profile/Oleg-Zatsarinny/publication/238964450_Near-threshold_electron-impact_excitation_of_the_2p53s22P3212_autoionizing_states_in_sodium/links/56ea219208aec8bc07816ad6/Near-threshold-electron-impact-excitation-of-the-2p53s22P3-2-1-2-autoionizing-states-in-sodium.pdf
2008;;Integrated analysis of spectroscopic data;https://www.researchgate.net/profile/Oleg-Zatsarinny/publication/228952924_Integrated_Analysis_of_Spectroscopic_Data/links/00b49517e8dc74f9ed000000/Integrated-Analysis-of-Spectroscopic-Data.pdf
2008;;Convergent close-coupling approach to atomic collisions;
2008;Joint Conference of 17th International Toki Conference on Physics of Flows …;Integrated Data Analysis of Spectroscopic Data;
2008;Physical Review-Section A-Atomic Molecular and Optical Physics 77 (6)_ 62701 …;Atomic and molecular collisions and interactions-Relativistic B-spline R-matrix method for electron collisions with atoms and ions: Application to low-energy electron …;
2007;Physical Review A 76 (5)_ 053411;General approach to few-cycle intense laser interactions with complex atoms;https://arxiv.org/pdf/0704.3239
2007;Journal of Physics B: Atomic_ Molecular and Optical Physics 40 (20)_ 4023;Electron-impact excitation of calcium;
2007;APS Annual Gaseous Electronics Meeting Abstracts_ QR2. 003;Inner-shell photodetachment of Na^-and electron-impact ionization of auto-ionizing states in Na.;
2007;APS Annual Gaseous Electronics Meeting Abstracts_ QR2. 005;Charged-particle impact of quasi-two electron atoms;
2007;Journal of Electron Spectroscopy and Related Phenomena 161 (1-3)_ 27-30;New coplanar (e_ 2e) experiments for the ionisation of He and Ar atoms;
2007;Physical Review A 76 (2)_ 024703;Absolute triple-differential cross sections for ionization-excitation of helium;https://scholar.archive.org/work/43s3hzgernbjzpl3dgnz2yyigq/access/wayback/http://www.positron.edu.au/papers/cams18-2007.pdf
2007;Journal of Physics B: Atomic_ Molecular and Optical Physics 40 (16)_ 3231;Electron-impact ionization of magnesium;
2007;Journal of Physics D: Applied Physics 40 (15)_ 4532;Electron kinetics of the e-beam pumped Ar–Xe laser;
2007;Physical Review A 75 (6)_ 062717;Superelastic electron scattering from laser-excited cesium atoms;https://amo-csd.lbl.gov/DSSlaughter/downloads/PAPER/PhysRevA.75.062717.2007.pdf
2007;Journal of Physics B: Atomic_ Molecular and Optical Physics 40 (12)_ 2333;Investigation of the closure and simplified Green's function approximations in second-order distorted-wave calculations for the (e_ 2e) processes;
2007;APS Division of Atomic_ Molecular and Optical Physics Meeting Abstracts 38 …;Electron impact ionization of magnesium.;
2007;APS Division of Atomic_ Molecular and Optical Physics Meeting Abstracts 38 …;A general approach to few-cycle laser interactions with complex atoms;
2007;APS Division of Atomic_ Molecular and Optical Physics Meeting Abstracts 38 …;High-Precision Calculations for Electron-Impact Excitation and Ionization of Complex Atoms;
